filename,class,is_atypical,is_augmented,augmentation_type,split
6948.png,Normal,False,False,,Training
4523.png,Normal,False,False,,Training
2917.png,Normal,False,False,,Training
TUPAC16_2764.png,Normal,False,False,,Training
1687.png,Normal,False,False,,Training
8260.png,Normal,False,False,,Training
2131.png,Normal,False,False,,Training
6940.png,Normal,False,False,,Training
8919.png,Normal,False,False,,Training
TUPAC16_250.png,Normal,False,False,,Training
1089.png,Normal,False,False,,Training
1768.png,Normal,False,False,,Training
4530.png,Normal,False,False,,Training
6690.png,Normal,False,False,,Training
6232.png,Normal,False,False,,Training
10799.png,Normal,False,False,,Training
TUPAC16_2842.png,Normal,False,False,,Training
6416.png,Normal,False,False,,Training
7474.png,Normal,False,False,,Training
TUPAC16_137.png,Normal,False,False,,Training
4487.png,Normal,False,False,,Training
3884.png,Normal,False,False,,Training
TUPAC16_8817.png,Normal,False,False,,Training
4090.png,Normal,False,False,,Training
6751.png,Normal,False,False,,Training
3824.png,Normal,False,False,,Training
3029.png,Normal,False,False,,Training
4066.png,Normal,False,False,,Training
3768.png,Normal,False,False,,Training
4917.png,Normal,False,False,,Training
9307.png,Normal,False,False,,Training
5987.png,Normal,False,False,,Training
630.png,Normal,False,False,,Training
7235.png,Normal,False,False,,Training
6665.png,Normal,False,False,,Training
7000.png,Normal,False,False,,Training
5578.png,Normal,False,False,,Training
4970.png,Normal,False,False,,Training
11868.png,Normal,False,False,,Training
11876.png,Normal,False,False,,Training
3410.png,Normal,False,False,,Training
TUPAC16_2539.png,Normal,False,False,,Training
7976.png,Normal,False,False,,Training
7722.png,Normal,False,False,,Training
9641.png,Normal,False,False,,Training
9941.png,Normal,False,False,,Training
TUPAC16_675.png,Normal,False,False,,Training
1434.png,Normal,False,False,,Training
11844.png,Normal,False,False,,Training
3674.png,Normal,False,False,,Training
9318.png,Normal,False,False,,Training
9267.png,Normal,False,False,,Training
6479.png,Normal,False,False,,Training
5761.png,Normal,False,False,,Training
709.png,Normal,False,False,,Training
217.png,Normal,False,False,,Training
852.png,Normal,False,False,,Training
6270.png,Normal,False,False,,Training
TUPAC16_967.png,Normal,False,False,,Training
TUPAC16_11103.png,Normal,False,False,,Training
3355.png,Normal,False,False,,Training
4064.png,Normal,False,False,,Training
4924.png,Normal,False,False,,Training
8377.png,Normal,False,False,,Training
1739.png,Normal,False,False,,Training
739.png,Normal,False,False,,Training
11372.png,Normal,False,False,,Training
2908.png,Normal,False,False,,Training
7894.png,Normal,False,False,,Training
4184.png,Normal,False,False,,Training
4635.png,Normal,False,False,,Training
4076.png,Normal,False,False,,Training
TUPAC16_445.png,Normal,False,False,,Training
8837.png,Normal,False,False,,Training
1158.png,Normal,False,False,,Training
7048.png,Normal,False,False,,Training
2972.png,Normal,False,False,,Training
TUPAC16_2725.png,Normal,False,False,,Training
7682.png,Normal,False,False,,Training
9165.png,Normal,False,False,,Training
4094.png,Normal,False,False,,Training
1013.png,Normal,False,False,,Training
2428.png,Normal,False,False,,Training
3030.png,Normal,False,False,,Training
10709.png,Normal,False,False,,Training
820.png,Normal,False,False,,Training
TUPAC16_481.png,Normal,False,False,,Training
9759.png,Normal,False,False,,Training
3999.png,Normal,False,False,,Training
7389.png,Normal,False,False,,Training
1153.png,Normal,False,False,,Training
5573.png,Normal,False,False,,Training
4135.png,Normal,False,False,,Training
7752.png,Normal,False,False,,Training
3897.png,Normal,False,False,,Training
2167.png,Normal,False,False,,Training
3441.png,Normal,False,False,,Training
9134.png,Normal,False,False,,Training
2928.png,Normal,False,False,,Training
8936.png,Normal,False,False,,Training
3818.png,Normal,False,False,,Training
3771.png,Normal,False,False,,Training
4419.png,Normal,False,False,,Training
1110.png,Normal,False,False,,Training
367.png,Normal,False,False,,Training
TUPAC16_4438.png,Normal,False,False,,Training
11347.png,Normal,False,False,,Training
3994.png,Normal,False,False,,Training
4030.png,Normal,False,False,,Training
2120.png,Normal,False,False,,Training
TUPAC16_2982.png,Normal,False,False,,Training
9280.png,Normal,False,False,,Training
6817.png,Normal,False,False,,Training
2308.png,Normal,False,False,,Training
4006.png,Normal,False,False,,Training
TUPAC16_443.png,Normal,False,False,,Training
4310.png,Normal,False,False,,Training
2039.png,Normal,False,False,,Training
8438.png,Normal,False,False,,Training
6916.png,Normal,False,False,,Training
2213.png,Normal,False,False,,Training
10754.png,Normal,False,False,,Training
5955.png,Normal,False,False,,Training
11257.png,Normal,False,False,,Training
3341.png,Normal,False,False,,Training
7738.png,Normal,False,False,,Training
10268.png,Normal,False,False,,Training
3925.png,Normal,False,False,,Training
TUPAC16_7990.png,Normal,False,False,,Training
4265.png,Normal,False,False,,Training
4074.png,Normal,False,False,,Training
1726.png,Normal,False,False,,Training
7037.png,Normal,False,False,,Training
5118.png,Normal,False,False,,Training
4040.png,Normal,False,False,,Training
9673.png,Normal,False,False,,Training
4602.png,Normal,False,False,,Training
TUPAC16_2779.png,Normal,False,False,,Training
3088.png,Normal,False,False,,Training
3974.png,Normal,False,False,,Training
TUPAC16_4519.png,Normal,False,False,,Training
7563.png,Normal,False,False,,Training
TUPAC16_849.png,Normal,False,False,,Training
9803.png,Normal,False,False,,Training
5693.png,Normal,False,False,,Training
763.png,Normal,False,False,,Training
11845.png,Normal,False,False,,Training
4290.png,Normal,False,False,,Training
TUPAC16_5060.png,Normal,False,False,,Training
7238.png,Normal,False,False,,Training
8171.png,Normal,False,False,,Training
592.png,Normal,False,False,,Training
6360.png,Normal,False,False,,Training
3878.png,Normal,False,False,,Training
9868.png,Normal,False,False,,Training
TUPAC16_90.png,Normal,False,False,,Training
740.png,Normal,False,False,,Training
7748.png,Normal,False,False,,Training
TUPAC16_5348.png,Normal,False,False,,Training
TUPAC16_1302.png,Normal,False,False,,Training
TUPAC16_1556.png,Normal,False,False,,Training
5972.png,Normal,False,False,,Training
TUPAC16_4472.png,Normal,False,False,,Training
5802.png,Normal,False,False,,Training
TUPAC16_712.png,Normal,False,False,,Training
2180.png,Normal,False,False,,Training
6995.png,Normal,False,False,,Training
TUPAC16_1561.png,Normal,False,False,,Training
TUPAC16_949.png,Normal,False,False,,Training
855.png,Normal,False,False,,Training
6421.png,Normal,False,False,,Training
4480.png,Normal,False,False,,Training
TUPAC16_223.png,Normal,False,False,,Training
8151.png,Normal,False,False,,Training
1439.png,Normal,False,False,,Training
7125.png,Normal,False,False,,Training
7583.png,Normal,False,False,,Training
TUPAC16_13804.png,Normal,False,False,,Training
1749.png,Normal,False,False,,Training
2071.png,Normal,False,False,,Training
7256.png,Normal,False,False,,Training
10760.png,Normal,False,False,,Training
11259.png,Normal,False,False,,Training
1117.png,Normal,False,False,,Training
9987.png,Normal,False,False,,Training
TUPAC16_1012.png,Normal,False,False,,Training
TUPAC16_19.png,Normal,False,False,,Training
3383.png,Normal,False,False,,Training
1878.png,Normal,False,False,,Training
3803.png,Normal,False,False,,Training
2237.png,Normal,False,False,,Training
9589.png,Normal,False,False,,Training
3182.png,Normal,False,False,,Training
1900.png,Normal,False,False,,Training
6996.png,Normal,False,False,,Training
3589.png,Normal,False,False,,Training
424.png,Normal,False,False,,Training
7254.png,Normal,False,False,,Training
8980.png,Normal,False,False,,Training
6400.png,Normal,False,False,,Training
1605.png,Normal,False,False,,Training
4293.png,Normal,False,False,,Training
8995.png,Normal,False,False,,Training
6277.png,Normal,False,False,,Training
69.png,Normal,False,False,,Training
6019.png,Normal,False,False,,Training
3159.png,Normal,False,False,,Training
2199.png,Normal,False,False,,Training
1432.png,Normal,False,False,,Training
10924.png,Normal,False,False,,Training
4210.png,Normal,False,False,,Training
4574.png,Normal,False,False,,Training
200.png,Normal,False,False,,Training
5767.png,Normal,False,False,,Training
TUPAC16_744.png,Normal,False,False,,Training
1388.png,Normal,False,False,,Training
289.png,Normal,False,False,,Training
47.png,Normal,False,False,,Training
11331.png,Normal,False,False,,Training
TUPAC16_2904.png,Normal,False,False,,Training
7475.png,Normal,False,False,,Training
5094.png,Normal,False,False,,Training
2989.png,Normal,False,False,,Training
1785.png,Normal,False,False,,Training
8399.png,Normal,False,False,,Training
2974.png,Normal,False,False,,Training
3043.png,Normal,False,False,,Training
7257.png,Normal,False,False,,Training
TUPAC16_4961.png,Normal,False,False,,Training
3694.png,Normal,False,False,,Training
1398.png,Normal,False,False,,Training
4016.png,Normal,False,False,,Training
7007.png,Normal,False,False,,Training
6786.png,Normal,False,False,,Training
284.png,Normal,False,False,,Training
8107.png,Normal,False,False,,Training
8116.png,Normal,False,False,,Training
10947.png,Normal,False,False,,Training
1796.png,Normal,False,False,,Training
1416.png,Normal,False,False,,Training
7675.png,Normal,False,False,,Training
2960.png,Normal,False,False,,Training
3169.png,Normal,False,False,,Training
TUPAC16_4579.png,Normal,False,False,,Training
3443.png,Normal,False,False,,Training
5745.png,Normal,False,False,,Training
9446.png,Normal,False,False,,Training
7067.png,Normal,False,False,,Training
10922.png,Normal,False,False,,Training
2202.png,Normal,False,False,,Training
325.png,Normal,False,False,,Training
7784.png,Normal,False,False,,Training
TUPAC16_132.png,Normal,False,False,,Training
TUPAC16_2894.png,Normal,False,False,,Training
727.png,Normal,False,False,,Training
TUPAC16_367.png,Normal,False,False,,Training
3391.png,Normal,False,False,,Training
2433.png,Normal,False,False,,Training
1794.png,Normal,False,False,,Training
TUPAC16_555.png,Normal,False,False,,Training
4610.png,Normal,False,False,,Training
TUPAC16_2583.png,Normal,False,False,,Training
8993.png,Normal,False,False,,Training
TUPAC16_596.png,Normal,False,False,,Training
8576.png,Normal,False,False,,Training
4589.png,Normal,False,False,,Training
9878.png,Normal,False,False,,Training
1683.png,Normal,False,False,,Training
7849.png,Normal,False,False,,Training
1446.png,Normal,False,False,,Training
TUPAC16_722.png,Normal,False,False,,Training
2151.png,Normal,False,False,,Training
1598.png,Normal,False,False,,Training
11199.png,Normal,False,False,,Training
8424.png,Normal,False,False,,Training
TUPAC16_918.png,Normal,False,False,,Training
9137.png,Normal,False,False,,Training
2322.png,Normal,False,False,,Training
8147.png,Normal,False,False,,Training
TUPAC16_4539.png,Normal,False,False,,Training
10782.png,Normal,False,False,,Training
TUPAC16_4041.png,Normal,False,False,,Training
6409.png,Normal,False,False,,Training
2940.png,Normal,False,False,,Training
5001.png,Normal,False,False,,Training
1440.png,Normal,False,False,,Training
6023.png,Normal,False,False,,Training
1463.png,Normal,False,False,,Training
11438.png,Normal,False,False,,Training
6488.png,Normal,False,False,,Training
2443.png,Normal,False,False,,Training
2057.png,Normal,False,False,,Training
9818.png,Normal,False,False,,Training
8389.png,Normal,False,False,,Training
5994.png,Normal,False,False,,Training
9982.png,Normal,False,False,,Training
189.png,Normal,False,False,,Training
6638.png,Normal,False,False,,Training
7632.png,Normal,False,False,,Training
1913.png,Normal,False,False,,Training
5654.png,Normal,False,False,,Training
TUPAC16_2998.png,Normal,False,False,,Training
4963.png,Normal,False,False,,Training
9305.png,Normal,False,False,,Training
8824.png,Normal,False,False,,Training
3399.png,Normal,False,False,,Training
4375.png,Normal,False,False,,Training
TUPAC16_7709.png,Normal,False,False,,Training
3828.png,Normal,False,False,,Training
53.png,Normal,False,False,,Training
8414.png,Normal,False,False,,Training
2982.png,Normal,False,False,,Training
7171.png,Normal,False,False,,Training
10880.png,Normal,False,False,,Training
TUPAC16_396.png,Normal,False,False,,Training
TUPAC16_177.png,Normal,False,False,,Training
5543.png,Normal,False,False,,Training
6138.png,Normal,False,False,,Training
4398.png,Normal,False,False,,Training
TUPAC16_3762.png,Normal,False,False,,Training
9773.png,Normal,False,False,,Training
11188.png,Normal,False,False,,Training
427.png,Normal,False,False,,Training
8479.png,Normal,False,False,,Training
10278.png,Normal,False,False,,Training
8803.png,Normal,False,False,,Training
1639.png,Normal,False,False,,Training
TUPAC16_230.png,Normal,False,False,,Training
1728.png,Normal,False,False,,Training
5554.png,Normal,False,False,,Training
2178.png,Normal,False,False,,Training
8376.png,Normal,False,False,,Training
6755.png,Normal,False,False,,Training
TUPAC16_1689.png,Normal,False,False,,Training
2506.png,Normal,False,False,,Training
9966.png,Normal,False,False,,Training
428.png,Normal,False,False,,Training
TUPAC16_4561.png,Normal,False,False,,Training
7088.png,Normal,False,False,,Training
3312.png,Normal,False,False,,Training
11909.png,Normal,False,False,,Training
7962.png,Normal,False,False,,Training
9180.png,Normal,False,False,,Training
3414.png,Normal,False,False,,Training
2924.png,Normal,False,False,,Training
6218.png,Normal,False,False,,Training
6026.png,Normal,False,False,,Training
4079.png,Normal,False,False,,Training
209.png,Normal,False,False,,Training
TUPAC16_434.png,Normal,False,False,,Training
TUPAC16_88.png,Normal,False,False,,Training
10704.png,Normal,False,False,,Training
9659.png,Normal,False,False,,Training
6670.png,Normal,False,False,,Training
TUPAC16_2879.png,Normal,False,False,,Training
9281.png,Normal,False,False,,Training
6027.png,Normal,False,False,,Training
7799.png,Normal,False,False,,Training
10948.png,Normal,False,False,,Training
TUPAC16_496.png,Normal,False,False,,Training
TUPAC16_3044.png,Normal,False,False,,Training
1859.png,Normal,False,False,,Training
TUPAC16_14487.png,Normal,False,False,,Training
1147.png,Normal,False,False,,Training
2486.png,Normal,False,False,,Training
3006.png,Normal,False,False,,Training
10870.png,Normal,False,False,,Training
7350.png,Normal,False,False,,Training
TUPAC16_380.png,Normal,False,False,,Training
3368.png,Normal,False,False,,Training
8115.png,Normal,False,False,,Training
4031.png,Normal,False,False,,Training
2348.png,Normal,False,False,,Training
1052.png,Normal,False,False,,Training
TUPAC16_4377.png,Normal,False,False,,Training
TUPAC16_4452.png,Normal,False,False,,Training
10898.png,Normal,False,False,,Training
457.png,Normal,False,False,,Training
3074.png,Normal,False,False,,Training
6487.png,Normal,False,False,,Training
17.png,Normal,False,False,,Training
3940.png,Normal,False,False,,Training
7258.png,Normal,False,False,,Training
1884.png,Normal,False,False,,Training
1389.png,Normal,False,False,,Training
TUPAC16_1520.png,Normal,False,False,,Training
TUPAC16_1555.png,Normal,False,False,,Training
2130.png,Normal,False,False,,Training
2179.png,Normal,False,False,,Training
1397.png,Normal,False,False,,Training
2434.png,Normal,False,False,,Training
TUPAC16_4553.png,Normal,False,False,,Training
4564.png,Normal,False,False,,Training
9885.png,Normal,False,False,,Training
1868.png,Normal,False,False,,Training
4083.png,Normal,False,False,,Training
6827.png,Normal,False,False,,Training
4993.png,Normal,False,False,,Training
126.png,Normal,False,False,,Training
TUPAC16_5089.png,Normal,False,False,,Training
2298.png,Normal,False,False,,Training
6922.png,Normal,False,False,,Training
3205.png,Normal,False,False,,Training
3857.png,Normal,False,False,,Training
2291.png,Normal,False,False,,Training
252.png,Normal,False,False,,Training
2471.png,Normal,False,False,,Training
TUPAC16_2794.png,Normal,False,False,,Training
TUPAC16_1664.png,Normal,False,False,,Training
396.png,Normal,False,False,,Training
143.png,Normal,False,False,,Training
10713.png,Normal,False,False,,Training
10938.png,Normal,False,False,,Training
9774.png,Normal,False,False,,Training
TUPAC16_5093.png,Normal,False,False,,Training
4382.png,Normal,False,False,,Training
TUPAC16_862.png,Normal,False,False,,Training
4038.png,Normal,False,False,,Training
TUPAC16_2586.png,Normal,False,False,,Training
TUPAC16_3649.png,Normal,False,False,,Training
63.png,Normal,False,False,,Training
3918.png,Normal,False,False,,Training
2269.png,Normal,False,False,,Training
7910.png,Normal,False,False,,Training
11246.png,Normal,False,False,,Training
830.png,Normal,False,False,,Training
10859.png,Normal,False,False,,Training
8949.png,Normal,False,False,,Training
1930.png,Normal,False,False,,Training
3185.png,Normal,False,False,,Training
768.png,Normal,False,False,,Training
485.png,Normal,False,False,,Training
8216.png,Normal,False,False,,Training
TUPAC16_645.png,Normal,False,False,,Training
3596.png,Normal,False,False,,Training
3347.png,Normal,False,False,,Training
1745.png,Normal,False,False,,Training
7825.png,Normal,False,False,,Training
5978.png,Normal,False,False,,Training
8954.png,Normal,False,False,,Training
9956.png,Normal,False,False,,Training
7876.png,Normal,False,False,,Training
6389.png,Normal,False,False,,Training
4059.png,Normal,False,False,,Training
11375.png,Normal,False,False,,Training
2304.png,Normal,False,False,,Training
TUPAC16_1269.png,Normal,False,False,,Training
3028.png,Normal,False,False,,Training
4543.png,Normal,False,False,,Training
9794.png,Normal,False,False,,Training
11874.png,Normal,False,False,,Training
TUPAC16_4753.png,Normal,False,False,,Training
2266.png,Normal,False,False,,Training
7040.png,Normal,False,False,,Training
6832.png,Normal,False,False,,Training
841.png,Normal,False,False,,Training
9656.png,Normal,False,False,,Training
11927.png,Normal,False,False,,Training
9204.png,Normal,False,False,,Training
1035.png,Normal,False,False,,Training
11512.png,Normal,False,False,,Training
7900.png,Normal,False,False,,Training
2426.png,Normal,False,False,,Training
4481.png,Normal,False,False,,Training
11215.png,Normal,False,False,,Training
8226.png,Normal,False,False,,Training
TUPAC16_4153.png,Normal,False,False,,Training
TUPAC16_1285.png,Normal,False,False,,Training
7477.png,Normal,False,False,,Training
11385.png,Normal,False,False,,Training
5649.png,Normal,False,False,,Training
7760.png,Normal,False,False,,Training
4180.png,Normal,False,False,,Training
10705.png,Normal,False,False,,Training
296.png,Normal,False,False,,Training
10818.png,Normal,False,False,,Training
9482.png,Normal,False,False,,Training
9841.png,Normal,False,False,,Training
4608.png,Normal,False,False,,Training
4572.png,Normal,False,False,,Training
3387.png,Normal,False,False,,Training
9124.png,Normal,False,False,,Training
4991.png,Normal,False,False,,Training
2184.png,Normal,False,False,,Training
TUPAC16_371.png,Normal,False,False,,Training
6399.png,Normal,False,False,,Training
8683.png,Normal,False,False,,Training
6729.png,Normal,False,False,,Training
7264.png,Normal,False,False,,Training
1462.png,Normal,False,False,,Training
846.png,Normal,False,False,,Training
TUPAC16_729.png,Normal,False,False,,Training
TUPAC16_3935.png,Normal,False,False,,Training
1164.png,Normal,False,False,,Training
9663.png,Normal,False,False,,Training
TUPAC16_431.png,Normal,False,False,,Training
10950.png,Normal,False,False,,Training
TUPAC16_3865.png,Normal,False,False,,Training
3822.png,Normal,False,False,,Training
3424.png,Normal,False,False,,Training
4381.png,Normal,False,False,,Training
387.png,Normal,False,False,,Training
1774.png,Normal,False,False,,Training
3323.png,Normal,False,False,,Training
4553.png,Normal,False,False,,Training
11217.png,Normal,False,False,,Training
2342.png,Normal,False,False,,Training
3751.png,Normal,False,False,,Training
TUPAC16_780.png,Normal,False,False,,Training
TUPAC16_1294.png,Normal,False,False,,Training
4579.png,Normal,False,False,,Training
4444.png,Normal,False,False,,Training
8467.png,Normal,False,False,,Training
4954.png,Normal,False,False,,Training
TUPAC16_4821.png,Normal,False,False,,Training
TUPAC16_3026.png,Normal,False,False,,Training
TUPAC16_587.png,Normal,False,False,,Training
8264.png,Normal,False,False,,Training
1128.png,Normal,False,False,,Training
TUPAC16_4817.png,Normal,False,False,,Training
6000.png,Normal,False,False,,Training
TUPAC16_7147.png,Normal,False,False,,Training
9475.png,Normal,False,False,,Training
8610.png,Normal,False,False,,Training
6505.png,Normal,False,False,,Training
279.png,Normal,False,False,,Training
TUPAC16_2862.png,Normal,False,False,,Training
5595.png,Normal,False,False,,Training
TUPAC16_246.png,Normal,False,False,,Training
671.png,Normal,False,False,,Training
8435.png,Normal,False,False,,Training
10966.png,Normal,False,False,,Training
10702.png,Normal,False,False,,Training
8943.png,Normal,False,False,,Training
1695.png,Normal,False,False,,Training
6954.png,Normal,False,False,,Training
11418.png,Normal,False,False,,Training
302.png,Normal,False,False,,Training
9608.png,Normal,False,False,,Training
2058.png,Normal,False,False,,Training
TUPAC16_14441.png,Normal,False,False,,Training
1171.png,Normal,False,False,,Training
4297.png,Normal,False,False,,Training
TUPAC16_287.png,Normal,False,False,,Training
4115.png,Normal,False,False,,Training
2914.png,Normal,False,False,,Training
8223.png,Normal,False,False,,Training
1015.png,Normal,False,False,,Training
TUPAC16_5048.png,Normal,False,False,,Training
2328.png,Normal,False,False,,Training
277.png,Normal,False,False,,Training
4007.png,Normal,False,False,,Training
10877.png,Normal,False,False,,Training
9090.png,Normal,False,False,,Training
11704.png,Normal,False,False,,Training
TUPAC16_3733.png,Normal,False,False,,Training
TUPAC16_210.png,Normal,False,False,,Training
6195.png,Normal,False,False,,Training
2973.png,Normal,False,False,,Training
10907.png,Normal,False,False,,Training
3200.png,Normal,False,False,,Training
TUPAC16_4543.png,Normal,False,False,,Training
3004.png,Normal,False,False,,Training
8962.png,Normal,False,False,,Training
3744.png,Normal,False,False,,Training
3139.png,Normal,False,False,,Training
TUPAC16_4412.png,Normal,False,False,,Training
9883.png,Normal,False,False,,Training
2996.png,Normal,False,False,,Training
8690.png,Normal,False,False,,Training
1758.png,Normal,False,False,,Training
1707.png,Normal,False,False,,Training
7087.png,Normal,False,False,,Training
4224.png,Normal,False,False,,Training
5943.png,Normal,False,False,,Training
10814.png,Normal,False,False,,Training
6671.png,Normal,False,False,,Training
3402.png,Normal,False,False,,Training
TUPAC16_463.png,Normal,False,False,,Training
1083.png,Normal,False,False,,Training
8426.png,Normal,False,False,,Training
5603.png,Normal,False,False,,Training
1390.png,Normal,False,False,,Training
4245.png,Normal,False,False,,Training
642.png,Normal,False,False,,Training
7570.png,Normal,False,False,,Training
TUPAC16_4779.png,Normal,False,False,,Training
7261.png,Normal,False,False,,Training
3627.png,Normal,False,False,,Training
136.png,Normal,False,False,,Training
6659.png,Normal,False,False,,Training
7002.png,Normal,False,False,,Training
TUPAC16_13813.png,Normal,False,False,,Training
1955.png,Normal,False,False,,Training
TUPAC16_119.png,Normal,False,False,,Training
446.png,Normal,False,False,,Training
2098.png,Normal,False,False,,Training
624.png,Normal,False,False,,Training
10913.png,Normal,False,False,,Training
TUPAC16_1484.png,Normal,False,False,,Training
6436.png,Normal,False,False,,Training
5824.png,Normal,False,False,,Training
3665.png,Normal,False,False,,Training
7569.png,Normal,False,False,,Training
3180.png,Normal,False,False,,Training
7689.png,Normal,False,False,,Training
10838.png,Normal,False,False,,Training
TUPAC16_4835.png,Normal,False,False,,Training
8522.png,Normal,False,False,,Training
1595.png,Normal,False,False,,Training
7733.png,Normal,False,False,,Training
2060.png,Normal,False,False,,Training
9895.png,Normal,False,False,,Training
3345.png,Normal,False,False,,Training
176.png,Normal,False,False,,Training
9283.png,Normal,False,False,,Training
8985.png,Normal,False,False,,Training
8944.png,Normal,False,False,,Training
1686.png,Normal,False,False,,Training
3717.png,Normal,False,False,,Training
2353.png,Normal,False,False,,Training
4197.png,Normal,False,False,,Training
3434.png,Normal,False,False,,Training
6855.png,Normal,False,False,,Training
4261.png,Normal,False,False,,Training
6797.png,Normal,False,False,,Training
5634.png,Normal,False,False,,Training
8910.png,Normal,False,False,,Training
7735.png,Normal,False,False,,Training
8471.png,Normal,False,False,,Training
TUPAC16_2875.png,Normal,False,False,,Training
6317.png,Normal,False,False,,Training
4162.png,Normal,False,False,,Training
7351.png,Normal,False,False,,Training
3718.png,Normal,False,False,,Training
2200.png,Normal,False,False,,Training
5526.png,Normal,False,False,,Training
TUPAC16_126.png,Normal,False,False,,Training
9835.png,Normal,False,False,,Training
7287.png,Normal,False,False,,Training
6022.png,Normal,False,False,,Training
3049.png,Normal,False,False,,Training
4609.png,Normal,False,False,,Training
4962.png,Normal,False,False,,Training
1714.png,Normal,False,False,,Training
10677.png,Normal,False,False,,Training
4070.png,Normal,False,False,,Training
4484.png,Normal,False,False,,Training
TUPAC16_4437.png,Normal,False,False,,Training
7071.png,Normal,False,False,,Training
3407.png,Normal,False,False,,Training
6799.png,Normal,False,False,,Training
TUPAC16_5427.png,Normal,False,False,,Training
TUPAC16_312.png,Normal,False,False,,Training
10676.png,Normal,False,False,,Training
10016.png,Normal,False,False,,Training
6267.png,Normal,False,False,,Training
3001.png,Normal,False,False,,Training
9660.png,Normal,False,False,,Training
9667.png,Normal,False,False,,Training
5712.png,Normal,False,False,,Training
TUPAC16_479.png,Normal,False,False,,Training
1112.png,Normal,False,False,,Training
9126.png,Normal,False,False,,Training
6202.png,Normal,False,False,,Training
TUPAC16_1644.png,Normal,False,False,,Training
TUPAC16_526.png,Normal,False,False,,Training
10299.png,Normal,False,False,,Training
7793.png,Normal,False,False,,Training
TUPAC16_11079.png,Normal,False,False,,Training
10800.png,Normal,False,False,,Training
351.png,Normal,False,False,,Training
1895.png,Normal,False,False,,Training
8921.png,Normal,False,False,,Training
11379.png,Normal,False,False,,Training
2358.png,Normal,False,False,,Training
2496.png,Normal,False,False,,Training
2980.png,Normal,False,False,,Training
11218.png,Normal,False,False,,Training
304.png,Normal,False,False,,Training
4149.png,Normal,False,False,,Training
TUPAC16_3076.png,Normal,False,False,,Training
8446.png,Normal,False,False,,Training
11435.png,Normal,False,False,,Training
3642.png,Normal,False,False,,Training
6006.png,Normal,False,False,,Training
3681.png,Normal,False,False,,Training
2020.png,Normal,False,False,,Training
1174.png,Normal,False,False,,Training
3801.png,Normal,False,False,,Training
7606.png,Normal,False,False,,Training
9092.png,Normal,False,False,,Training
TUPAC16_4755.png,Normal,False,False,,Training
11425.png,Normal,False,False,,Training
10296.png,Normal,False,False,,Training
9940.png,Normal,False,False,,Training
6053.png,Normal,False,False,,Training
13.png,Normal,False,False,,Training
2146.png,Normal,False,False,,Training
8503.png,Normal,False,False,,Training
4409.png,Normal,False,False,,Training
1472.png,Normal,False,False,,Training
2015.png,Normal,False,False,,Training
9682.png,Normal,False,False,,Training
1953.png,Normal,False,False,,Training
6928.png,Normal,False,False,,Training
10890.png,Normal,False,False,,Training
9886.png,Normal,False,False,,Training
TUPAC16_14494.png,Normal,False,False,,Training
4024.png,Normal,False,False,,Training
1088.png,Normal,False,False,,Training
6696.png,Normal,False,False,,Training
6679.png,Normal,False,False,,Training
9596.png,Normal,False,False,,Training
3964.png,Normal,False,False,,Training
4008.png,Normal,False,False,,Training
3193.png,Normal,False,False,,Training
5770.png,Normal,False,False,,Training
1047.png,Normal,False,False,,Training
1872.png,Normal,False,False,,Training
1720.png,Normal,False,False,,Training
822.png,Normal,False,False,,Training
7269.png,Normal,False,False,,Training
1406.png,Normal,False,False,,Training
8370.png,Normal,False,False,,Training
TUPAC16_983.png,Normal,False,False,,Training
6689.png,Normal,False,False,,Training
7695.png,Normal,False,False,,Training
1375.png,Normal,False,False,,Training
8455.png,Normal,False,False,,Training
4039.png,Normal,False,False,,Training
6433.png,Normal,False,False,,Training
TUPAC16_3038.png,Normal,False,False,,Training
TUPAC16_1599.png,Normal,False,False,,Training
4636.png,Normal,False,False,,Training
7830.png,Normal,False,False,,Training
6468.png,Normal,False,False,,Training
10939.png,Normal,False,False,,Training
9899.png,Normal,False,False,,Training
6794.png,Normal,False,False,,Training
9118.png,Normal,False,False,,Training
7092.png,Normal,False,False,,Training
8423.png,Normal,False,False,,Training
821.png,Normal,False,False,,Training
6765.png,Normal,False,False,,Training
10308.png,Normal,False,False,,Training
TUPAC16_784.png,Normal,False,False,,Training
486.png,Normal,False,False,,Training
1067.png,Normal,False,False,,Training
9933.png,Normal,False,False,,Training
8427.png,Normal,False,False,,Training
6691.png,Normal,False,False,,Training
9630.png,Normal,False,False,,Training
2505.png,Normal,False,False,,Training
TUPAC16_30.png,Normal,False,False,,Training
7283.png,Normal,False,False,,Training
TUPAC16_888.png,Normal,False,False,,Training
10978.png,Normal,False,False,,Training
1461.png,Normal,False,False,,Training
1760.png,Normal,False,False,,Training
2349.png,Normal,False,False,,Training
2968.png,Normal,False,False,,Training
8155.png,Normal,False,False,,Training
4439.png,Normal,False,False,,Training
5728.png,Normal,False,False,,Training
6342.png,Normal,False,False,,Training
1065.png,Normal,False,False,,Training
3111.png,Normal,False,False,,Training
TUPAC16_770.png,Normal,False,False,,Training
TUPAC16_4394.png,Normal,False,False,,Training
10797.png,Normal,False,False,,Training
8113.png,Normal,False,False,,Training
10951.png,Normal,False,False,,Training
3173.png,Normal,False,False,,Training
1891.png,Normal,False,False,,Training
11286.png,Normal,False,False,,Training
